Field_Name,Tooltip,Field_Type,Needs_Review,Confidence,Part,Part_Num,Line,Subline,Base_Field_Type,Position,Domains,Personas,Biographical_Subcategories
Pt2Line36_No[0],Part 2. Information About You (Petitioner). Additional Information About You (Petitioner). 38. Have you obtained a Certificate of Naturalization or a Certificate of Citizenship? Select No.,No,False,0.0,Part 2,2,Line 36,,No,0,unknown(0.0),applicant(2.0),unknown(0.0)
Pt2Line36_USCitizen[0],Part 2. Information About You (Petitioner). Additional Information About You (Petitioner). 36. I am a (Select only one box). Select U.S. Citizen.,USCitizen,False,0.0,Part 2,2,Line 36,,USCitizen,0,unknown(0.0),applicant(2.0),unknown(0.0)
Pt2Line36_Yes[0],Part 2. Information About You (Petitioner). Additional Information About You (Petitioner). 38. Have you obtained a Certificate of Naturalization or a Certificate of Citizenship? Select Yes.,Yes,False,0.0,Part 2,2,Line 36,,Yes,0,unknown(0.0),applicant(2.0),unknown(0.0)
Pt2Line37a_CertificateNumber[0],"Part 2. Information About You (Petitioner). Additional Information About You (Petitioner). If you answered ""Yes"" to Item Number 38., complete the following. 39. A. Enter Certificate Number.",CertificateNumber,False,0.0,Part 2,2,Line 37,a,CertificateNumber,0,unknown(0.0),applicant(2.0),unknown(0.0)
Pt2Line37b_PlaceOfIssuance[0],"Part 2. Information About You (Petitioner). Additional Information About You (Petitioner). If you answered ""Yes"" to Item Number 38., complete the following. 39. B. Enter Place of Issuance.",PlaceOfIssuance,False,0.0,Part 2,2,Line 37,b,PlaceOfIssuance,0,unknown(0.0),applicant(2.0),unknown(0.0)
Pt2Line37c_DateOfIssuance[0],"Part 2. Information About You (Petitioner). Additional Information About You (Petitioner). If you answered ""Yes"" to Item Number 38., complete the following. 39. C. Enter Date of Issuance. Enter as 2 digit month, 2 digit day and 4 digit year.",DateOfIssuance,False,0.0,Part 2,2,Line 37,c,DateOfIssuance,0,unknown(0.0),applicant(2.0),unknown(0.0)
Pt2Line40_EmployerOrCompName[0],"Part 2. Information About You (Petitioner). Employment History. Provide your employment history for the last five years, whether inside or outside the United States. Provide your current employment first. If you are currently unemployed, type or print ""Unemployed"" in Item Number 42. Employer 1. 42. Enter Name of Employer / Company.",EmployerOrCompName,False,1.8,Part 2,2,Line 40,,EmployerOrCompName,0,biographical(1.8); employment(1.8),applicant(2.0),core_identity(1.8); contact_info(1.6)
Pt2Line40a_ClassOfAdmission[0],"Part 2. Information About You (Petitioner). Additional Information About You (Petitioner). If you are a lawful permanent resident, complete Item Numbers 40. A. through 41. 40. A. Enter Class of Admission.",ClassOfAdmission,False,0.0,Part 2,2,Line 40,a,ClassOfAdmission,0,unknown(0.0),applicant(2.0),unknown(0.0)
Pt2Line40b_DateOfAdmission[0],"Part 2. Information About You (Petitioner). Additional Information About You (Petitioner). If you are a lawful permanent resident, complete Item Numbers 40. A. through 41. 40. B. Enter Date of Admission. Enter as 2 digit month, 2 digit day and 4 digit year.",DateOfAdmission,False,0.0,Part 2,2,Line 40,b,DateOfAdmission,0,unknown(0.0),applicant(2.0),unknown(0.0)
Pt2Line40d_CityOrTown[0],"Part 2. Information About You (Petitioner). Additional Information About You (Petitioner). If you are a lawful permanent resident, complete Item Numbers 40. A. through 41. Place of Admission. 40. C. Enter City or Town.",CityOrTown,False,0.0,Part 2,2,Line 40,d,CityOrTown,0,unknown(0.0),applicant(2.0),contact_info(1.6)
Pt2Line40e_State[0],"Part 2. Information About You (Petitioner). Additional Information About You (Petitioner). If you are a lawful permanent resident, complete Item Numbers 40. A. through 41. Place of Admission. 40. D. Select State from List of States.",State,False,0.0,Part 2,2,Line 40,e,State,0,unknown(0.0),applicant(2.0),contact_info(1.6)
Pt2Line41_AptSteFlrNumber[0],"Part 2. Information About You (Petitioner). Employment History. Employer 1. 43. B. Enter Apartment, Suite or Floor Number.",AptSteFlrNumber,False,1.8,Part 2,2,Line 41,,AptSteFlrNumber,0,employment(1.8),applicant(2.0),unknown(0.0)
Pt2Line41_CityOrTown[0],Part 2. Information About You (Petitioner). Employment History. Employer 1. 43. C. Enter City or Town.,CityOrTown,False,1.8,Part 2,2,Line 41,,CityOrTown,0,employment(1.8),applicant(2.0),contact_info(1.6)
Pt2Line41_Country[0],Part 2. Information About You (Petitioner). Employment History. Employer 1. 43. H. Enter Country.,Country,False,1.8,Part 2,2,Line 41,,Country,0,employment(1.8),applicant(2.0),unknown(0.0)
Pt2Line41_No[0],"Part 2. Information About You (Petitioner). Additional Information About You (Petitioner). If you are a lawful permanent resident, complete Item Numbers 40. A. through 41. 41. Did you gain lawful permanent resident status through marriage to a U.S. citizen or lawful permanent resident? Select No.",No,False,1.8,Part 2,2,Line 41,,No,0,immigration(1.8),applicant(2.0),marital_status(1.8)
Pt2Line41_PostalCode[0],Part 2. Information About You (Petitioner). Employment History. Employer 1. 43. G. Enter Postal Code.,PostalCode,False,1.8,Part 2,2,Line 41,,PostalCode,0,employment(1.8),applicant(2.0),contact_info(1.6)
Pt2Line41_Province[0],Part 2. Information About You (Petitioner). Employment History. Employer 1. 43. F. Enter Province.,Province,False,1.8,Part 2,2,Line 41,,Province,0,employment(1.8),applicant(2.0),unknown(0.0)
Pt2Line41_State[0],Part 2. Information About You (Petitioner). Employment History. Employer 1. 43. D. Select State from List of States.,State,False,1.8,Part 2,2,Line 41,,State,0,employment(1.8),applicant(2.0),contact_info(1.6)
Pt2Line41_StreetNumberName[0],Part 2. Information About You (Petitioner). Employment History. Employer 1. 43. A. Enter Street Number and Name.,StreetNumberName,False,1.8,Part 2,2,Line 41,,StreetNumberName,0,biographical(1.8); employment(1.8),applicant(2.0),core_identity(1.8)
Pt2Line41_Unit[0],Part 2. Information About You (Petitioner). Employment History. Employer 1. 43. B. Select Apartment.,Unit,False,1.8,Part 2,2,Line 41,,Unit,0,employment(1.8),applicant(2.0),unknown(0.0)
Pt2Line41_Unit[1],Part 2. Information About You (Petitioner). Employment History. Employer 1. 43. B. Select Suite.,Unit,False,1.8,Part 2,2,Line 41,,Unit,1,employment(1.8),applicant(2.0),unknown(0.0)
Pt2Line41_Unit[2],Part 2. Information About You (Petitioner). Employment History. Employer 1. 43. B. Select Floor.,Unit,False,1.8,Part 2,2,Line 41,,Unit,2,employment(1.8),applicant(2.0),unknown(0.0)
Pt2Line41_Yes[0],"Part 2. Information About You (Petitioner). Additional Information About You (Petitioner). If you are a lawful permanent resident, complete Item Numbers 40. A. through 41. 41. Did you gain lawful permanent resident status through marriage to a U.S. citizen or lawful permanent resident? Select Yes.",Yes,False,1.8,Part 2,2,Line 41,,Yes,0,immigration(1.8),applicant(2.0),marital_status(1.8)
Pt2Line41_ZipCode[0],Part 2. Information About You (Petitioner). Employment History. Employer 1. 43. E. Enter Zip Code.,ZipCode,False,1.8,Part 2,2,Line 41,,ZipCode,0,employment(1.8),applicant(2.0),contact_info(1.6)
Pt2Line42_Occupation[0],Part 2. Information About You (Petitioner). Employment History. Employer 1. 44. Enter Your Occupation.,Occupation,False,1.8,Part 2,2,Line 42,,Occupation,0,employment(1.8),applicant(2.0),unknown(0.0)
Pt2Line43a_DateFrom[0],"Part 2. Information About You (Petitioner). Employment History. Employer 1. 45. A. Enter Date From. Enter as 2 digit month, 2 digit day and 4 digit year.",DateFrom,False,1.8,Part 2,2,Line 43,a,DateFrom,0,employment(1.8),applicant(2.0),unknown(0.0)
Pt2Line43b_DateTo[0],Part 2. Information About You (Petitioner). Employment History. Employer 1. 45. B. Date To. Present. No Entry.,DateTo,False,1.8,Part 2,2,Line 43,b,DateTo,0,employment(1.8),applicant(2.0),unknown(0.0)
Pt2Line44_EmployerOrOrgName[0],Part 2. Information About You (Petitioner). Employment History. Employer 2. 46. Enter Name of Employer / Company.,EmployerOrOrgName,False,1.8,Part 2,2,Line 44,,EmployerOrOrgName,0,biographical(1.8); employment(1.8),applicant(2.0),core_identity(1.8)
Pt2Line45_AptSteFlrNumber[0],"Part 2. Information About You (Petitioner). Employment History. Employer 2. 47. B. Enter Apartment, Suite or Floor Number.",AptSteFlrNumber,False,1.8,Part 2,2,Line 45,,AptSteFlrNumber,0,employment(1.8),applicant(2.0),unknown(0.0)
Pt2Line45_CityOrTown[0],Part 2. Information About You (Petitioner). Employment History. Employer 2. 47. C. Enter City or Town.,CityOrTown,False,1.8,Part 2,2,Line 45,,CityOrTown,0,employment(1.8),applicant(2.0),contact_info(1.6)
Pt2Line45_Country[0],Part 2. Information About You (Petitioner). Employment History. Employer 2. 47. H. Enter Country.,Country,False,1.8,Part 2,2,Line 45,,Country,0,employment(1.8),applicant(2.0),unknown(0.0)
Pt2Line45_PostalCode[0],Part 2. Information About You (Petitioner). Employment History. Employer 2. 47. G. Enter Postal Code.,PostalCode,False,1.8,Part 2,2,Line 45,,PostalCode,0,employment(1.8),applicant(2.0),contact_info(1.6)
Pt2Line45_Province[0],Part 2. Information About You (Petitioner). Employment History. Employer 2. 47. F. Enter Province.,Province,False,1.8,Part 2,2,Line 45,,Province,0,employment(1.8),applicant(2.0),unknown(0.0)
Pt2Line45_State[0],Part 2. Information About You (Petitioner). Employment History. Employer 2. 47. D. Select State from List of States.,State,False,1.8,Part 2,2,Line 45,,State,0,employment(1.8),applicant(2.0),contact_info(1.6)
Pt2Line45_StreetNumberName[0],Part 2. Information About You (Petitioner). Employment History. Employer 2. 47. A. Enter Street Number and Name.,StreetNumberName,False,1.8,Part 2,2,Line 45,,StreetNumberName,0,biographical(1.8); employment(1.8),applicant(2.0),core_identity(1.8)
Pt2Line45_Unit[0],Part 2. Information About You (Petitioner). Employment History. Employer 2. 47. B. Select Apartment.,Unit,False,1.8,Part 2,2,Line 45,,Unit,0,employment(1.8),applicant(2.0),unknown(0.0)
Pt2Line45_Unit[1],Part 2. Information About You (Petitioner). Employment History. Employer 2. 47. B. Select Suite.,Unit,False,1.8,Part 2,2,Line 45,,Unit,1,employment(1.8),applicant(2.0),unknown(0.0)
Pt2Line45_Unit[2],Part 2. Information About You (Petitioner). Employment History. Employer 2. 47. B. Select Floor.,Unit,False,1.8,Part 2,2,Line 45,,Unit,2,employment(1.8),applicant(2.0),unknown(0.0)
Pt2Line45_ZipCode[0],Part 2. Information About You (Petitioner). Employment History. Employer 2. 47. E. Enter Zip Code.,ZipCode,False,1.8,Part 2,2,Line 45,,ZipCode,0,employment(1.8),applicant(2.0),contact_info(1.6)
Pt2Line46_Occupation[0],Part 2. Information About You (Petitioner). Employment History. Employer 2. 48. Enter Your Occupation.,Occupation,False,1.8,Part 2,2,Line 46,,Occupation,0,employment(1.8),applicant(2.0),unknown(0.0)
Pt2Line47a_DateFrom[0],"Part 2. Information About You (Petitioner). Employment History. Employer 2. 49. A. Enter Date From. Enter as 2 digit month, 2 digit day and 4 digit year.",DateFrom,False,1.8,Part 2,2,Line 47,a,DateFrom,0,employment(1.8),applicant(2.0),unknown(0.0)
Pt2Line47b_DateTo[0],"Part 2. Information About You (Petitioner). Employment History. Employer 2. 49. B. Enter Date To. Enter as 2 digit month, 2 digit day and 4 digit year.",DateTo,False,1.8,Part 2,2,Line 47,b,DateTo,0,employment(1.8),applicant(2.0),unknown(0.0)
Pt2Line4a_FamilyName[0],Part 2. Information About You (Petitioner). Your Full Name. 4. A. Enter Family Name (Last Name).,FamilyName,False,1.8,Part 2,2,Line 4,a,FamilyName,0,biographical(1.8),applicant(2.0),core_identity(1.8)
Pt2Line4a_FamilyName[1],"Part 9. Additional Information. If you need extra space to provide any additional information within this petition, use the space below. If you need more space than what is provided, you may make copies of this page to complete and file with this petition or attach a separate sheet of paper. Type or print your name and A. Number (if any) at the top of each sheet; indicate the Page Number, Part Number, and Item Number to which your answer refers; and sign and date each sheet. 1. A. Family Name (Last Name). This is a read only field. This field pre-populates from page 1.",FamilyName,False,1.8,Part 2,2,Line 4,a,FamilyName,1,biographical(1.8),applicant(2.0),core_identity(1.8)
Pt2Line4b_GivenName[0],Part 2. Information About You (Petitioner). Your Full Name. 4. B. Enter Given Name (First Name).,GivenName,False,1.8,Part 2,2,Line 4,b,GivenName,0,biographical(1.8),applicant(2.0),core_identity(1.8)
Pt2Line4b_GivenName[1],Part 9. Additional Information. 1. B. Given Name (First Name). This is a read only field. This field pre-populates from page 1.,GivenName,False,1.8,Part 2,2,Line 4,b,GivenName,1,biographical(1.8),unknown(0.0),core_identity(1.8)
Pt2Line4c_MiddleName[0],Part 2. Information About You (Petitioner). Your Full Name. 4. C. Enter Middle Name.,MiddleName,False,1.8,Part 2,2,Line 4,c,MiddleName,0,biographical(1.8),applicant(2.0),core_identity(1.8)
Pt2Line4c_MiddleName[1],Part 9. Additional Information. 1. C. Middle Name. This is a read only field. This field pre-populates from page 1.,MiddleName,False,1.8,Part 2,2,Line 4,c,MiddleName,1,biographical(1.8),unknown(0.0),core_identity(1.8)
Pt2Line5a_FamilyName[0],"Part 2. Information About You (Petitioner). Other Names Used, if any. Provide all other names you have ever used, including aliases, maiden name, and nicknames. 5. A. Enter Family Name (Last Name).",FamilyName,False,1.8,Part 2,2,Line 5,a,FamilyName,0,biographical(1.8),applicant(2.0),core_identity(1.8)
Pt2Line5b_GivenName[0],"Part 2. Information About You (Petitioner). Other Names Used, if any. 5. B. Enter Given Name (First Name).",GivenName,False,1.8,Part 2,2,Line 5,b,GivenName,0,biographical(1.8),applicant(2.0),core_identity(1.8)
Pt2Line5c_MiddleName[0],"Part 2. Information About You (Petitioner). Other Names Used, if any. 5. C. Enter Middle Name.",MiddleName,False,1.8,Part 2,2,Line 5,c,MiddleName,0,biographical(1.8),applicant(2.0),core_identity(1.8)
Pt2Line6_CityTownOfBirth[0],Part 2. Information About You (Petitioner). Other Information. 6. Enter City / Town / Village of Birth.,CityTownOfBirth,False,1.8,Part 2,2,Line 6,,CityTownOfBirth,0,biographical(1.8),applicant(2.0),core_identity(1.8); contact_info(1.6)
Pt2Line7_CountryofBirth[0],Part 2. Information About You (Petitioner). Other Information. 7. Enter Country of Birth.,CountryofBirth,False,1.8,Part 2,2,Line 7,,CountryofBirth,0,biographical(1.8),applicant(2.0),core_identity(1.8)
Pt2Line8_DateofBirth[0],"Part 2. Information About You (Petitioner). Other Information. 8. Enter Date of Birth. Enter as 2 digit month, 2 digit day and 4 digit year.",DateofBirth,False,1.8,Part 2,2,Line 8,,DateofBirth,0,biographical(1.8),applicant(2.0),core_identity(1.8)
Pt2Line9_Female[0],Part 2. Information About You (Petitioner). Other Information. 9. Sex. Select Female.,Female,False,0.0,Part 2,2,Line 9,,Female,0,unknown(0.0),applicant(2.0),unknown(0.0)
Pt2Line9_Male[0],Part 2. Information About You (Petitioner). Other Information. 9. Sex. Select Male.,Male,False,0.0,Part 2,2,Line 9,,Male,0,unknown(0.0),applicant(2.0),unknown(0.0)
Pt3Line1_Ethnicity[0],Part 3. Biographic Information. 1. Ethnicity (Select only one box). Select Not Hispanic or Latino.,Ethnicity,False,0.0,Part 3,3,Line 1,,Ethnicity,0,unknown(0.0),unknown(0.0),contact_info(1.6)
Pt3Line1_Ethnicity[1],"Part 3. Biographic Information. NOTE: Provide the biographic information about you, the petitioner. 1. Ethnicity (Select only one box). Select Hispanic or Latino.",Ethnicity,False,0.0,Part 3,3,Line 1,,Ethnicity,1,unknown(0.0),applicant(2.0),contact_info(1.6)
Pt3Line2_Race_AmericanIndianAlaskaNative[0],Part 3. Biographic Information. 2. Race (Select all applicable boxes). Select American Indian or Alaska Native.,Race_AmericanIndianAlaskaNative,False,0.0,Part 3,3,Line 2,,Race_AmericanIndianAlaskaNative,0,unknown(0.0),unknown(0.0),unknown(0.0)
Pt3Line2_Race_Asian[0],Part 3. Biographic Information. 2. Race (Select all applicable boxes). Select Asian.,Race_Asian,False,0.0,Part 3,3,Line 2,,Race_Asian,0,unknown(0.0),unknown(0.0),unknown(0.0)
Pt3Line2_Race_Black[0],Part 3. Biographic Information. 2. Race (Select all applicable boxes). Select Black or African American.,Race_Black,False,0.0,Part 3,3,Line 2,,Race_Black,0,unknown(0.0),unknown(0.0),unknown(0.0)
